Start	Ende	Type	Property	Counter:long
226	221	A	Property	1247
768	222	A	Property	1248
222	245	C	Property	1249
222	770	B	Property	1250
222	333	A	Property	1251
347	223	B	Property	1252
223	265	A	Property	1253
224	691	C	Property	1254
224	775	B	Property	1255
919	224	A	Property	1256
637	225	C	Property	1257
225	679	B	Property	1258
225	515	A	Property	1259
226	425	A	Property	1260
226	522	C	Property	1261
226	912	B	Property	1262
226	592	A	Property	1263
668	226	C	Property	1264
616	226	B	Property	1265
425	226	A	Property	1266
226	497	C	Property	1267
939	226	B	Property	1268
816	226	A	Property	1269
786	227	C	Property	1270
805	227	B	Property	1271
311	227	A	Property	1272
283	228	A	Property	1273
228	315	C	Property	1274
837	228	B	Property	1275
228	435	A	Property	1276
746	229	C	Property	1277
856	229	B	Property	1278
571	229	A	Property	1279
230	433	A	Property	1280
763	230	C	Property	1281
233	230	B	Property	1282
823	230	A	Property	1283
231	624	A	Property	1284
530	231	C	Property	1285
953	231	B	Property	1286
713	231	A	Property	1287
231	438	C	Property	1288
231	351	B	Property	1289
231	397	A	Property	1290
231	921	C	Property	1291
484	231	B	Property	1292
231	260	A	Property	1293
675	232	C	Property	1294
776	232	B	Property	1295
232	750	A	Property	1296
233	467	A	Property	1297
797	233	C	Property	1298
342	233	B	Property	1299
233	567	A	Property	1300
234	335	C	Property	1301
234	259	B	Property	1302
408	234	A	Property	1303
234	688	C	Property	1304
234	554	B	Property	1305
954	234	A	Property	1306
234	295	C	Property	1307
234	518	B	Property	1308
328	234	A	Property	1309
439	235	C	Property	1310
235	972	B	Property	1311
246	235	A	Property	1312
440	235	C	Property	1313
235	479	B	Property	1314
621	235	A	Property	1315
582	235	C	Property	1316
714	235	B	Property	1317
970	235	A	Property	1318
236	772	C	Property	1319
236	457	B	Property	1320
595	236	A	Property	1321
236	410	C	Property	1322
773	236	B	Property	1323
236	517	A	Property	1324
236	780	C	Property	1325
569	236	B	Property	1326
236	931	A	Property	1327
237	717	C	Property	1328
534	237	B	Property	1329
900	237	A	Property	1330
238	355	C	Property	1331
238	686	B	Property	1332
860	238	A	Property	1333
238	245	C	Property	1334
453	238	B	Property	1335
827	238	A	Property	1336
238	945	C	Property	1337
238	992	B	Property	1338
416	238	A	Property	1339
239	718	A	Property	1340
940	239	C	Property	1341
595	239	B	Property	1342
239	452	A	Property	1343
924	240	B	Property	1344
240	820	A	Property	1345
549	240	C	Property	1346
733	240	B	Property	1347
460	240	A	Property	1348
695	240	C	Property	1349
240	420	B	Property	1350
240	989	A	Property	1351
241	712	B	Property	1352
241	360	A	Property	1353
242	793	A	Property	1354
992	243	B	Property	1355
243	581	A	Property	1356
243	375	C	Property	1357
243	740	B	Property	1358
243	525	A	Property	1359
572	244	A	Property	1360
315	244	C	Property	1361
321	244	B	Property	1362
244	850	A	Property	1363
690	244	C	Property	1364
279	244	B	Property	1365
244	311	A	Property	1366
244	842	C	Property	1367
515	244	B	Property	1368
244	676	A	Property	1369
245	871	A	Property	1370
522	246	A	Property	1371
246	379	C	Property	1372
653	246	B	Property	1373
399	246	A	Property	1374
919	246	C	Property	1375
246	321	B	Property	1376
246	674	A	Property	1377
246	535	C	Property	1378
329	246	B	Property	1379
454	246	A	Property	1380
435	247	C	Property	1381
959	247	B	Property	1382
247	617	A	Property	1383
247	426	C	Property	1384
928	247	B	Property	1385
266	247	A	Property	1386
374	248	C	Property	1387
248	724	B	Property	1388
248	841	A	Property	1389
249	584	A	Property	1390
249	263	C	Property	1391
972	249	B	Property	1392
498	249	A	Property	1393
249	809	C	Property	1394
249	527	B	Property	1395
912	249	A	Property	1396
250	318	B	Property	1397
605	250	A	Property	1398
824	250	C	Property	1399
980	250	B	Property	1400
250	975	A	Property	1401
251	354	B	Property	1402
251	820	A	Property	1403
788	251	C	Property	1404
251	550	B	Property	1405
482	251	A	Property	1406
389	252	B	Property	1407
622	252	A	Property	1408
807	252	C	Property	1409
788	252	B	Property	1410
252	857	A	Property	1411
252	725	C	Property	1412
606	252	B	Property	1413
339	252	A	Property	1414
609	253	A	Property	1415
253	571	C	Property	1416
617	253	B	Property	1417
306	253	A	Property	1418
253	501	C	Property	1419
719	253	B	Property	1420
253	803	A	Property	1421
281	253	C	Property	1422
253	418	B	Property	1423
253	812	A	Property	1424
870	254	A	Property	1425
969	254	C	Property	1426
563	254	B	Property	1427
254	652	A	Property	1428
377	254	C	Property	1429
617	254	B	Property	1430
746	254	A	Property	1431
515	254	C	Property	1432
254	777	B	Property	1433
681	254	A	Property	1434
255	821	C	Property	1435
570	255	B	Property	1436
562	255	A	Property	1437
255	265	C	Property	1438
255	648	B	Property	1439
255	622	A	Property	1440
792	256	B	Property	1441
256	640	A	Property	1442
350	256	C	Property	1443
603	256	B	Property	1444
965	256	A	Property	1445
945	257	A	Property	1446
257	852	C	Property	1447
257	796	B	Property	1448
257	354	A	Property	1449
959	257	C	Property	1450
385	257	B	Property	1451
257	413	A	Property	1452
261	258	C	Property	1453
952	258	B	Property	1454
455	258	A	Property	1455
421	259	B	Property	1456
259	839	A	Property	1457
291	260	C	Property	1458
260	403	B	Property	1459
521	260	A	Property	1460
496	260	C	Property	1461
260	552	B	Property	1462
260	505	A	Property	1463
537	260	C	Property	1464
563	260	B	Property	1465
696	260	A	Property	1466
301	261	A	Property	1467
334	261	C	Property	1468
791	261	B	Property	1469
967	261	A	Property	1470
262	509	A	Property	1471
262	741	C	Property	1472
262	750	B	Property	1473
262	656	A	Property	1474
262	559	C	Property	1475
262	735	B	Property	1476
262	406	A	Property	1477
262	348	C	Property	1478
462	262	B	Property	1479
262	539	A	Property	1480
263	669	A	Property	1481
361	263	C	Property	1482
263	325	B	Property	1483
467	263	A	Property	1484
530	263	C	Property	1485
771	263	B	Property	1486
263	520	A	Property	1487
263	734	C	Property	1488
263	278	B	Property	1489
263	421	A	Property	1490
264	382	C	Property	1491
765	264	B	Property	1492
776	264	A	Property	1493
365	264	C	Property	1494
264	391	B	Property	1495
264	380	A	Property	1496
442	264	C	Property	1497
384	264	B	Property	1498
453	264	A	Property	1499
644	265	A	Property	1500
265	542	C	Property	1501
389	265	B	Property	1502
731	265	A	Property	1503
265	595	C	Property	1504
265	474	B	Property	1505
583	265	A	Property	1506
265	550	C	Property	1507
338	265	B	Property	1508
265	876	A	Property	1509
266	547	A	Property	1510
266	650	C	Property	1511
266	783	B	Property	1512
266	396	A	Property	1513
358	266	C	Property	1514
486	266	B	Property	1515
543	266	A	Property	1516
267	958	C	Property	1517
267	868	B	Property	1518
267	811	A	Property	1519
608	267	C	Property	1520
267	625	B	Property	1521
980	267	A	Property	1522
267	921	C	Property	1523
267	639	B	Property	1524
966	267	A	Property	1525
635	268	A	Property	1526
533	269	B	Property	1527
691	269	A	Property	1528
270	383	C	Property	1529
470	270	B	Property	1530
270	942	A	Property	1531
588	270	C	Property	1532
468	270	B	Property	1533
270	314	A	Property	1534
270	585	C	Property	1535
817	270	B	Property	1536
907	270	A	Property	1537
271	900	A	Property	1538
597	271	C	Property	1539
271	851	B	Property	1540
454	271	A	Property	1541
605	271	C	Property	1542
271	749	B	Property	1543
271	881	A	Property	1544
272	684	C	Property	1545
272	990	B	Property	1546
884	272	A	Property	1547
272	998	C	Property	1548
964	272	B	Property	1549
930	272	A	Property	1550
383	273	A	Property	1551
273	403	C	Property	1552
911	273	B	Property	1553
874	273	A	Property	1554
273	749	C	Property	1555
273	341	B	Property	1556
867	273	A	Property	1557
704	273	C	Property	1558
273	730	B	Property	1559
273	718	A	Property	1560
274	302	A	Property	1561
289	275	C	Property	1562
763	275	B	Property	1563
938	275	A	Property	1564
276	861	B	Property	1565
276	875	A	Property	1566
276	975	C	Property	1567
276	665	B	Property	1568
276	750	A	Property	1569
276	855	C	Property	1570
276	510	B	Property	1571
740	276	A	Property	1572
551	277	B	Property	1573
277	400	A	Property	1574
277	349	C	Property	1575
277	888	B	Property	1576
650	277	A	Property	1577
277	576	C	Property	1578
287	277	B	Property	1579
487	277	A	Property	1580
758	278	A	Property	1581
278	777	C	Property	1582
668	278	B	Property	1583
278	873	A	Property	1584
278	606	C	Property	1585
872	278	B	Property	1586
579	278	A	Property	1587
943	278	C	Property	1588
278	387	B	Property	1589
967	278	A	Property	1590
944	279	B	Property	1591
822	279	A	Property	1592
776	280	B	Property	1593
280	562	A	Property	1594
387	280	C	Property	1595
280	350	B	Property	1596
441	280	A	Property	1597
280	802	C	Property	1598
280	488	B	Property	1599
967	280	A	Property	1600
901	281	A	Property	1601
947	281	C	Property	1602
281	448	B	Property	1603
524	281	A	Property	1604
281	535	C	Property	1605
508	281	B	Property	1606
749	281	A	Property	1607
281	320	C	Property	1608
990	281	B	Property	1609
803	281	A	Property	1610
612	282	A	Property	1611
883	283	A	Property	1612
717	283	C	Property	1613
283	601	B	Property	1614
584	283	A	Property	1615
296	283	C	Property	1616
777	283	B	Property	1617
986	283	A	Property	1618
283	420	C	Property	1619
433	283	B	Property	1620
515	283	A	Property	1621
284	921	B	Property	1622
611	284	A	Property	1623
659	285	C	Property	1624
357	285	B	Property	1625
285	588	A	Property	1626
841	285	C	Property	1627
285	877	B	Property	1628
285	976	A	Property	1629
285	516	C	Property	1630
546	285	B	Property	1631
285	848	A	Property	1632
517	286	C	Property	1633
286	825	B	Property	1634
443	286	A	Property	1635
286	628	C	Property	1636
286	596	B	Property	1637
312	286	A	Property	1638
608	287	A	Property	1639
805	287	C	Property	1640
556	287	B	Property	1641
287	622	A	Property	1642
669	287	C	Property	1643
542	287	B	Property	1644
365	287	A	Property	1645
288	371	C	Property	1646
890	288	B	Property	1647
288	504	A	Property	1648
288	449	C	Property	1649
353	288	B	Property	1650
863	288	A	Property	1651
289	923	B	Property	1652
665	289	A	Property	1653
290	334	A	Property	1654
762	291	C	Property	1655
359	291	B	Property	1656
291	385	A	Property	1657
292	317	A	Property	1658
292	721	C	Property	1659
830	292	B	Property	1660
829	292	A	Property	1661
293	735	A	Property	1662
981	293	C	Property	1663
293	350	B	Property	1664
890	293	A	Property	1665
293	463	C	Property	1666
293	411	B	Property	1667
293	874	A	Property	1668
544	294	C	Property	1669
294	775	B	Property	1670
294	537	A	Property	1671
506	294	C	Property	1672
669	294	B	Property	1673
611	294	A	Property	1674
397	295	A	Property	1675
295	854	C	Property	1676
295	609	B	Property	1677
295	643	A	Property	1678
295	338	C	Property	1679
295	569	B	Property	1680
295	485	A	Property	1681
363	295	C	Property	1682
942	295	B	Property	1683
974	295	A	Property	1684
296	629	C	Property	1685
296	740	B	Property	1686
296	814	A	Property	1687
783	296	C	Property	1688
827	296	B	Property	1689
556	296	A	Property	1690
381	297	C	Property	1691
297	586	B	Property	1692
879	297	A	Property	1693
300	298	B	Property	1694
298	837	A	Property	1695
298	977	C	Property	1696
764	298	B	Property	1697
822	298	A	Property	1698
299	521	C	Property	1699
299	321	B	Property	1700
299	712	A	Property	1701
426	300	C	Property	1702
300	483	B	Property	1703
972	300	A	Property	1704
961	301	B	Property	1705
361	301	A	Property	1706
720	301	C	Property	1707
301	765	B	Property	1708
805	301	A	Property	1709
301	993	C	Property	1710
301	548	B	Property	1711
301	858	A	Property	1712
302	460	B	Property	1713
302	954	A	Property	1714
302	828	C	Property	1715
302	950	B	Property	1716
647	302	A	Property	1717
302	314	C	Property	1718
302	870	B	Property	1719
302	871	A	Property	1720
303	622	A	Property	1721
304	437	B	Property	1722
757	304	A	Property	1723
304	316	C	Property	1724
304	569	B	Property	1725
851	304	A	Property	1726
305	616	C	Property	1727
305	480	B	Property	1728
786	305	A	Property	1729
305	755	C	Property	1730
305	611	B	Property	1731
390	305	A	Property	1732
306	778	B	Property	1733
381	306	A	Property	1734
640	307	B	Property	1735
307	685	A	Property	1736
307	983	C	Property	1737
820	307	B	Property	1738
654	307	A	Property	1739
563	308	B	Property	1740
308	857	A	Property	1741
343	308	C	Property	1742
308	849	B	Property	1743
767	308	A	Property	1744
308	820	C	Property	1745
693	308	B	Property	1746
308	661	A	Property	1747
637	309	A	Property	1748
309	439	C	Property	1749
967	309	B	Property	1750
477	309	A	Property	1751
331	310	A	Property	1752
310	820	C	Property	1753
310	551	B	Property	1754
310	435	A	Property	1755
310	927	C	Property	1756
694	310	B	Property	1757
675	310	A	Property	1758
757	311	A	Property	1759
311	317	C	Property	1760
311	768	B	Property	1761
645	311	A	Property	1762
784	311	C	Property	1763
781	311	B	Property	1764
311	815	A	Property	1765
876	311	C	Property	1766
311	844	B	Property	1767
311	500	A	Property	1768
312	525	B	Property	1769
824	312	A	Property	1770
677	312	C	Property	1771
687	312	B	Property	1772
766	312	A	Property	1773
512	312	C	Property	1774
785	312	B	Property	1775
818	312	A	Property	1776
313	452	A	Property	1777
313	416	C	Property	1778
349	313	B	Property	1779
484	313	A	Property	1780
593	313	C	Property	1781
313	820	B	Property	1782
313	998	A	Property	1783
606	314	B	Property	1784
420	314	A	Property	1785
364	314	C	Property	1786
391	314	B	Property	1787
314	475	A	Property	1788
314	654	C	Property	1789
314	423	B	Property	1790
314	712	A	Property	1791
315	944	C	Property	1792
648	315	B	Property	1793
998	315	A	Property	1794
315	450	C	Property	1795
315	768	B	Property	1796
315	642	A	Property	1797
315	752	C	Property	1798
943	315	B	Property	1799
420	315	A	Property	1800
739	316	A	Property	1801
316	676	C	Property	1802
397	316	B	Property	1803
826	316	A	Property	1804
447	316	C	Property	1805
316	584	B	Property	1806
316	542	A	Property	1807
763	317	B	Property	1808
481	317	A	Property	1809
317	390	C	Property	1810
317	476	B	Property	1811
984	317	A	Property	1812
908	318	C	Property	1813
318	353	B	Property	1814
318	909	A	Property	1815
438	318	C	Property	1816
318	930	B	Property	1817
318	431	A	Property	1818
437	319	C	Property	1819
477	319	B	Property	1820
319	431	A	Property	1821
829	319	C	Property	1822
319	512	B	Property	1823
319	495	A	Property	1824
609	319	C	Property	1825
584	319	B	Property	1826
733	319	A	Property	1827
320	714	B	Property	1828
903	320	A	Property	1829
321	953	A	Property	1830
321	892	C	Property	1831
321	969	B	Property	1832
702	321	A	Property	1833
321	935	C	Property	1834
321	821	B	Property	1835
943	321	A	Property	1836
905	322	B	Property	1837
881	322	A	Property	1838
323	367	A	Property	1839
323	537	C	Property	1840
323	901	B	Property	1841
587	323	A	Property	1842
822	323	C	Property	1843
446	323	B	Property	1844
323	343	A	Property	1845
324	450	A	Property	1846
324	999	C	Property	1847
845	324	B	Property	1848
324	554	A	Property	1849
324	449	C	Property	1850
324	697	B	Property	1851
931	324	A	Property	1852
878	324	C	Property	1853
620	324	B	Property	1854
427	324	A	Property	1855
996	325	A	Property	1856
325	944	C	Property	1857
325	477	B	Property	1858
464	325	A	Property	1859
325	571	C	Property	1860
413	325	B	Property	1861
325	981	A	Property	1862
325	822	C	Property	1863
325	704	B	Property	1864
325	866	A	Property	1865
326	420	B	Property	1866
934	326	A	Property	1867
610	327	C	Property	1868
327	815	B	Property	1869
327	928	A	Property	1870
687	328	A	Property	1871
328	815	C	Property	1872
838	328	B	Property	1873
361	328	A	Property	1874
704	329	A	Property	1875
330	757	A	Property	1876
343	331	B	Property	1877
331	619	A	Property	1878
331	787	C	Property	1879
331	863	B	Property	1880
989	331	A	Property	1881
964	331	C	Property	1882
407	331	B	Property	1883
810	331	A	Property	1884
797	332	A	Property	1885
659	332	C	Property	1886
332	542	B	Property	1887
332	364	A	Property	1888
759	332	C	Property	1889
332	470	B	Property	1890
332	556	A	Property	1891
755	332	C	Property	1892
816	332	B	Property	1893
333	332	A	Property	1894
333	618	C	Property	1895
333	560	B	Property	1896
333	430	A	Property	1897
334	553	C	Property	1898
553	334	B	Property	1899
412	334	A	Property	1900
645	335	A	Property	1901
335	611	C	Property	1902
335	576	B	Property	1903
428	335	A	Property	1904
417	336	C	Property	1905
973	336	B	Property	1906
336	804	A	Property	1907
336	831	C	Property	1908
361	336	B	Property	1909
336	986	A	Property	1910
639	336	C	Property	1911
336	617	B	Property	1912
336	553	A	Property	1913
384	337	A	Property	1914
337	953	C	Property	1915
363	337	B	Property	1916
414	337	A	Property	1917
772	337	C	Property	1918
337	886	B	Property	1919
337	807	A	Property	1920
337	920	C	Property	1921
804	337	B	Property	1922
337	397	A	Property	1923
338	459	A	Property	1924
977	338	C	Property	1925
964	338	B	Property	1926
767	338	A	Property	1927
338	419	C	Property	1928
786	338	B	Property	1929
338	635	A	Property	1930
466	338	C	Property	1931
713	338	B	Property	1932
773	338	A	Property	1933
870	339	A	Property	1934
759	340	A	Property	1935
341	541	C	Property	1936
341	958	B	Property	1937
695	341	A	Property	1938
341	403	C	Property	1939
634	341	B	Property	1940
341	510	A	Property	1941
342	590	A	Property	1942
342	818	C	Property	1943
386	342	B	Property	1944
342	846	A	Property	1945
342	551	C	Property	1946
342	766	B	Property	1947
634	342	A	Property	1948
936	342	C	Property	1949
939	342	B	Property	1950
957	342	A	Property	1951
343	549	C	Property	1952
343	396	B	Property	1953
605	343	A	Property	1954
828	344	C	Property	1955
526	344	B	Property	1956
344	776	A	Property	1957
345	703	B	Property	1958
345	912	A	Property	1959
346	914	A	Property	1960
942	347	A	Property	1961
347	458	C	Property	1962
347	805	B	Property	1963
347	880	A	Property	1964
347	444	C	Property	1965
347	657	B	Property	1966
489	347	A	Property	1967
873	347	C	Property	1968
979	347	B	Property	1969
522	347	A	Property	1970
348	939	A	Property	1971
791	348	C	Property	1972
348	363	B	Property	1973
730	348	A	Property	1974
654	348	C	Property	1975
348	388	B	Property	1976
812	348	A	Property	1977
349	588	A	Property	1978
349	371	C	Property	1979
349	583	B	Property	1980
930	349	A	Property	1981
457	349	C	Property	1982
349	806	B	Property	1983
439	349	A	Property	1984
455	350	A	Property	1985
350	571	C	Property	1986
350	470	B	Property	1987
350	946	A	Property	1988
350	680	C	Property	1989
992	350	B	Property	1990
448	350	A	Property	1991
351	588	C	Property	1992
498	351	B	Property	1993
351	928	A	Property	1994
351	838	C	Property	1995
351	620	B	Property	1996
351	910	A	Property	1997
430	352	A	Property	1998
514	352	C	Property	1999
352	474	B	Property	2000
352	377	A	Property	2001
352	545	C	Property	2002
521	352	B	Property	2003
352	562	A	Property	2004
851	353	B	Property	2005
475	353	A	Property	2006
354	779	B	Property	2007
354	813	A	Property	2008
355	660	C	Property	2009
364	355	B	Property	2010
603	355	A	Property	2011
718	355	C	Property	2012
537	355	B	Property	2013
565	355	A	Property	2014
414	355	C	Property	2015
995	355	B	Property	2016
406	355	A	Property	2017
356	899	A	Property	2018
523	356	C	Property	2019
356	526	B	Property	2020
356	819	A	Property	2021
357	913	A	Property	2022
357	694	C	Property	2023
743	357	B	Property	2024
357	579	A	Property	2025
905	358	C	Property	2026
358	670	B	Property	2027
358	680	A	Property	2028
359	562	B	Property	2029
524	359	A	Property	2030
359	519	C	Property	2031
359	465	B	Property	2032
359	971	A	Property	2033
359	618	C	Property	2034
359	436	B	Property	2035
359	633	A	Property	2036
360	640	B	Property	2037
360	714	A	Property	2038
360	624	C	Property	2039
638	360	B	Property	2040
360	526	A	Property	2041
361	761	C	Property	2042
361	795	B	Property	2043
961	361	A	Property	2044
361	953	C	Property	2045
747	361	B	Property	2046
392	361	A	Property	2047
362	557	C	Property	2048
362	814	B	Property	2049
362	864	A	Property	2050
362	703	C	Property	2051
362	926	B	Property	2052
362	467	A	Property	2053
362	889	C	Property	2054
362	957	B	Property	2055
362	852	A	Property	2056
856	363	A	Property	2057
364	685	A	Property	2058
786	364	C	Property	2059
912	364	B	Property	2060
759	364	A	Property	2061
364	584	C	Property	2062
364	978	B	Property	2063
364	385	A	Property	2064
364	796	C	Property	2065
364	458	B	Property	2066
576	364	A	Property	2067
785	365	A	Property	2068
365	495	C	Property	2069
776	365	B	Property	2070
365	663	A	Property	2071
862	365	C	Property	2072
659	365	B	Property	2073
570	365	A	Property	2074
543	365	C	Property	2075
365	380	B	Property	2076
525	365	A	Property	2077
664	366	A	Property	2078
366	374	C	Property	2079
711	366	B	Property	2080
366	455	A	Property	2081
366	763	C	Property	2082
366	751	B	Property	2083
366	408	A	Property	2084
566	366	C	Property	2085
366	461	B	Property	2086
797	366	A	Property	2087
367	724	B	Property	2088
367	688	A	Property	2089
889	367	C	Property	2090
367	690	B	Property	2091
367	706	A	Property	2092
842	368	A	Property	2093
639	368	C	Property	2094
368	813	B	Property	2095
368	893	A	Property	2096
395	368	C	Property	2097
552	368	B	Property	2098
805	368	A	Property	2099
771	368	C	Property	2100
368	978	B	Property	2101
368	605	A	Property	2102
369	830	A	Property	2103
793	369	C	Property	2104
369	768	B	Property	2105
369	749	A	Property	2106
817	369	C	Property	2107
491	369	B	Property	2108
369	715	A	Property	2109
410	370	B	Property	2110
393	370	A	Property	2111
370	766	C	Property	2112
578	370	B	Property	2113
370	954	A	Property	2114
838	371	C	Property	2115
371	394	B	Property	2116
451	371	A	Property	2117
371	377	C	Property	2118
371	573	B	Property	2119
371	597	A	Property	2120
372	778	A	Property	2121
847	372	C	Property	2122
574	372	B	Property	2123
372	833	A	Property	2124
971	372	C	Property	2125
850	372	B	Property	2126
441	372	A	Property	2127
380	373	A	Property	2128
663	373	C	Property	2129
373	965	B	Property	2130
478	373	A	Property	2131
396	373	C	Property	2132
589	373	B	Property	2133
646	373	A	Property	2134
718	373	C	Property	2135
373	825	B	Property	2136
373	911	A	Property	2137
374	462	A	Property	2138
402	374	C	Property	2139
695	374	B	Property	2140
374	863	A	Property	2141
374	981	C	Property	2142
374	459	B	Property	2143
374	513	A	Property	2144
375	634	C	Property	2145
613	375	B	Property	2146
375	474	A	Property	2147
376	786	B	Property	2148
677	376	A	Property	2149
765	376	C	Property	2150
582	376	B	Property	2151
861	376	A	Property	2152
376	810	C	Property	2153
376	847	B	Property	2154
376	658	A	Property	2155
377	552	A	Property	2156
377	931	C	Property	2157
910	377	B	Property	2158
377	413	A	Property	2159
921	377	C	Property	2160
454	377	B	Property	2161
377	432	A	Property	2162
412	377	C	Property	2163
377	903	B	Property	2164
377	886	A	Property	2165
408	378	A	Property	2166
698	378	C	Property	2167
425	378	B	Property	2168
378	384	A	Property	2169
934	378	C	Property	2170
709	378	B	Property	2171
730	378	A	Property	2172
558	378	C	Property	2173
611	378	B	Property	2174
929	378	A	Property	2175
379	907	B	Property	2176
381	379	A	Property	2177
511	379	C	Property	2178
839	379	B	Property	2179
379	620	A	Property	2180
380	886	A	Property	2181
380	422	C	Property	2182
380	412	B	Property	2183
380	954	A	Property	2184
380	939	C	Property	2185
406	380	B	Property	2186
380	531	A	Property	2187
380	701	C	Property	2188
380	396	B	Property	2189
380	911	A	Property	2190
381	385	B	Property	2191
381	712	A	Property	2192
381	673	C	Property	2193
381	593	B	Property	2194
381	904	A	Property	2195
382	703	B	Property	2196
382	941	A	Property	2197
382	479	C	Property	2198
382	757	B	Property	2199
382	623	A	Property	2200
383	597	C	Property	2201
956	383	B	Property	2202
995	383	A	Property	2203
581	383	C	Property	2204
383	819	B	Property	2205
651	383	A	Property	2206
384	537	B	Property	2207
384	729	A	Property	2208
554	384	C	Property	2209
922	384	B	Property	2210
384	603	A	Property	2211
384	441	C	Property	2212
384	613	B	Property	2213
688	384	A	Property	2214
517	385	A	Property	2215
556	386	B	Property	2216
922	386	A	Property	2217
750	386	C	Property	2218
578	386	B	Property	2219
386	854	A	Property	2220
386	860	C	Property	2221
386	580	B	Property	2222
708	386	A	Property	2223
528	387	C	Property	2224
753	387	B	Property	2225
387	932	A	Property	2226
388	444	B	Property	2227
651	388	A	Property	2228
430	389	B	Property	2229
389	941	A	Property	2230
626	389	C	Property	2231
389	842	B	Property	2232
573	389	A	Property	2233
684	389	C	Property	2234
389	650	B	Property	2235
718	389	A	Property	2236
832	390	B	Property	2237
400	390	A	Property	2238
390	958	C	Property	2239
856	390	B	Property	2240
390	538	A	Property	2241
391	415	A	Property	2242
743	392	A	Property	2243
392	887	C	Property	2244
945	392	B	Property	2245
679	392	A	Property	2246
392	504	C	Property	2247
392	426	B	Property	2248
701	392	A	Property	2249
719	392	C	Property	2250
856	392	B	Property	2251
392	578	A	Property	2252
912	393	B	Property	2253
393	869	A	Property	2254
589	393	C	Property	2255
403	393	B	Property	2256
393	654	A	Property	2257
994	394	A	Property	2258
712	394	C	Property	2259
670	394	B	Property	2260
394	748	A	Property	2261
884	394	C	Property	2262
665	394	B	Property	2263
394	725	A	Property	2264
997	395	C	Property	2265
397	395	B	Property	2266
395	451	A	Property	2267
407	396	C	Property	2268
654	396	B	Property	2269
489	396	A	Property	2270
989	396	C	Property	2271
396	886	B	Property	2272
538	396	A	Property	2273
989	397	B	Property	2274
397	750	A	Property	2275
863	397	C	Property	2276
955	397	B	Property	2277
397	405	A	Property	2278
421	397	C	Property	2279
987	397	B	Property	2280
397	541	A	Property	2281
684	398	A	Property	2282
398	866	C	Property	2283
895	398	B	Property	2284
751	398	A	Property	2285
427	398	C	Property	2286
429	398	B	Property	2287
987	398	A	Property	2288
399	477	A	Property	2289
399	507	C	Property	2290
399	444	B	Property	2291
399	740	A	Property	2292
400	817	A	Property	2293
401	668	C	Property	2294
810	401	B	Property	2295
464	401	A	Property	2296
401	949	C	Property	2297
401	639	B	Property	2298
764	401	A	Property	2299
896	402	C	Property	2300
773	402	B	Property	2301
402	899	A	Property	2302
540	403	C	Property	2303
403	673	B	Property	2304
403	946	A	Property	2305
403	612	C	Property	2306
403	545	B	Property	2307
403	958	A	Property	2308
403	655	C	Property	2309
403	777	B	Property	2310
511	403	A	Property	2311
404	903	C	Property	2312
940	404	B	Property	2313
404	737	A	Property	2314
725	404	C	Property	2315
404	646	B	Property	2316
406	404	A	Property	2317
405	642	C	Property	2318
405	996	B	Property	2319
405	990	A	Property	2320
405	481	C	Property	2321
470	405	B	Property	2322
405	511	A	Property	2323
406	971	B	Property	2324
406	982	A	Property	2325
713	407	A	Property	2326
407	437	C	Property	2327
805	407	B	Property	2328
407	543	A	Property	2329
967	407	C	Property	2330
407	630	B	Property	2331
455	407	A	Property	2332
408	716	C	Property	2333
408	690	B	Property	2334
800	408	A	Property	2335
408	814	C	Property	2336
408	472	B	Property	2337
810	408	A	Property	2338
449	409	B	Property	2339
409	735	A	Property	2340
813	409	C	Property	2341
498	409	B	Property	2342
409	781	A	Property	2343
410	873	B	Property	2344
875	410	A	Property	2345
658	410	C	Property	2346
410	560	B	Property	2347
410	617	A	Property	2348
410	941	C	Property	2349
410	709	B	Property	2350
410	956	A	Property	2351
411	467	A	Property	2352
501	411	C	Property	2353
691	411	B	Property	2354
764	411	A	Property	2355
982	411	C	Property	2356
462	411	B	Property	2357
411	687	A	Property	2358
412	527	B	Property	2359
611	412	A	Property	2360
778	413	C	Property	2361
413	795	B	Property	2362
417	413	A	Property	2363
417	413	C	Property	2364
413	696	B	Property	2365
413	444	A	Property	2366
413	590	C	Property	2367
413	813	B	Property	2368
413	845	A	Property	2369
414	471	C	Property	2370
432	414	B	Property	2371
586	414	A	Property	2372
415	760	C	Property	2373
415	917	B	Property	2374
557	415	A	Property	2375
415	524	C	Property	2376
460	415	B	Property	2377
415	508	A	Property	2378
866	415	C	Property	2379
442	415	B	Property	2380
730	415	A	Property	2381
902	416	B	Property	2382
830	416	A	Property	2383
956	417	A	Property	2384
820	417	C	Property	2385
417	987	B	Property	2386
417	585	A	Property	2387
835	418	C	Property	2388
418	802	B	Property	2389
418	786	A	Property	2390
713	419	B	Property	2391
419	749	A	Property	2392
590	419	C	Property	2393
649	419	B	Property	2394
971	419	A	Property	2395
420	728	B	Property	2396
776	420	A	Property	2397
420	950	C	Property	2398
665	420	B	Property	2399
699	420	A	Property	2400
421	813	C	Property	2401
428	421	B	Property	2402
421	635	A	Property	2403
861	421	C	Property	2404
635	421	B	Property	2405
421	545	A	Property	2406
749	422	A	Property	2407
760	422	C	Property	2408
423	422	B	Property	2409
422	582	A	Property	2410
841	423	B	Property	2411
